id,im_1,im_2,question,options,im_1_groundtruth,im_2_groundtruth,im_1_gpt4o_correct,im_2_gpt4o_correct,set_gpt4o_correct,im_1_gpt4o_logprob,im_2_gpt4o_logprob
10137,./data/images/20215.jpg,./data/images/20115.jpg,What does the MR Angiogram reveal about the condition of the blood vessels?,(A) Blood vessels appear normal without spasms (B) Occlusion of the right vertebral artery due to artery dissection,A,B,0,1,0,-0.00095970073,-8.180258e-06
10138,./data/images/20174.jpg,./data/images/20036.jpg,Is pathological FDG uptake observed in areas other than the colon and rectum?,"(A) Yes, pathological FDG uptake is observed. (B) No, pathological FDG uptake is not observed.",B,A,-,1,-,-0.11256125,-0.07976413
10139,./data/images/20137.jpg,./data/images/20089.jpg,What condition is demonstrated by the angiography?,(A) Large arteriovenous malformation (B) Chronic thromboembolic pulmonary hypertension,B,A,0,1,0,-0.1606053,-0.00028100077
10140,./data/images/20048.jpg,./data/images/20080.jpg,What is the predominant finding in the lower lobes of the lungs?,(A) Bilateral patchy alveolar consolidation (B) Multiple small randomly distributed nodules,A,B,1,1,1,-0.00037800323,-0.0041347994
10141,./data/images/20124.jpg,./data/images/20125.jpg,What type of distribution pattern is observed in the nodules?,(A) Centrilobular distribution (B) Diffuse miliary distribution,A,B,0,1,0,-0.008638204,-0.003180683
10142,./data/images/20158.jpg,./data/images/20036.jpg,Is there abnormal intense FDG uptake observed in the tracheal region?,(A) No (B) Yes,B,A,1,0,0,-0.08031675,-0.14321195
10143,./data/images/20139.jpg,./data/images/20171.jpg,What is the primary abnormality observed in the upper lung fields?,(A) Diffuse ground glass opacification with subpleural sparing and septal thickening (B) Tumor located in the right upper lung apex,B,A,0,1,0,-0.474119,-0.007626746
10144,./data/images/20118.jpg,./data/images/20171.jpg,Which type of pattern is present in the high-resolution CT scan?,(A) Crazy-paving pattern (B) Diffuse ground-glass opacification with subpleural sparing,A,B,1,0,0,-0.0003395151,-0.029868629
10145,./data/images/20055.jpg,./data/images/20183.jpg,Which lung fields exhibit fibrosis?,(A) Bilateral basal regions (B) Bilateral upper and lower lung fields,B,A,0,0,0,-0.00023667533,-0.31328166
10146,./data/images/20203.jpg,./data/images/20180.jpg,Is there evidence of metabolic activity/radiotracer uptake observed in the breast region?,(A) Yes (B) No,A,B,1,0,0,-0.012981853,-8.280175e-05
10147,./data/images/20134.jpg,./data/images/20127.jpg,Does the PET scan show abnormal uptake in the lymph nodes?,(A) No (B) Yes,B,A,1,0,0,-2.2603901e-05,-0.16532892
10148,./data/images/20185.jpg,./data/images/20023.jpg,Is there evidence of hemorrhage or pseudoaneurysm in the image?,(A) Pseudoaneurysm (B) Hemorrhage,B,A,0,1,0,-0.0011886837,-0.000101039914
10149,./data/images/20214.jpg,./data/images/20050.jpg,What is a notable  abnormality within the left lower lobe?,(A) Ill-defined consolidation (B) Consolidation with an air bronchogram,A,B,0,1,0,-0.00061974645,-0.01630837
10150,./data/images/20140.jpg,./data/images/20097.jpg,What anatomical abnormality is clearly visible in this image?,(A) Hematoma in the bilateral subdural areas and enlargement of the left lateral ventricle (B) Homogeneous hyperintense lesion with direct branching vessel from the thoracic aorta,B,A,0,0,0,-0.3940819,-0.019259574
10151,./data/images/20103.jpg,./data/images/20006.jpg,What is the distribution pattern of the abnormalities seen in the CT scan?,(A) Peribronchial distribution (B) Predominantly peripheral distribution,B,A,1,0,0,-0.008617409,-6.6947665e-05
10152,./data/images/20021.jpg,./data/images/20036.jpg,Is there any pathological FDG uptake in the liver?,(A) Yes (B) No,A,B,1,0,0,-0.100729026,-0.16154484
10153,./data/images/20159.jpg,./data/images/20036.jpg,What is the primary finding related to lymph nodes?,(A) No pathological FDG uptake in lymph nodes (B) Low-grade FDG uptake within several lymph nodes,B,A,1,0,0,-0.0032522236,-0.10134266
10154,./data/images/20056.jpg,./data/images/20095.jpg,What does the sagittal T1 image demonstrate with special attention to the pituitary stalk?,(A) The pituitary stalk is anteriorly bowed. (B) The pituitary stalk is touching the base of the pituitary floor.,A,B,1,0,0,-0.73955566,-0.115410194
10155,./data/images/20056.jpg,./data/images/20081.jpg,Is there a mass that displaces the pons and optic chiasm?,(A) Yes (B) No,A,B,0,0,0,-0.12210531,-0.15449663
10156,./data/images/20043.jpg,./data/images/20179.jpg,Which condition is present involving the soft tissues around the eye?,(A) Subperiosteal abscesses involving the medial and upper orbital walls (B) Swelling extending into the soft tissues of the infra-orbital region,B,A,0,1,0,-0.049330644,-0.015113171
10157,./data/images/20033.jpg,./data/images/20179.jpg,What is the primary pathology affecting the orbit in the image?,(A) Soft tissue density lesion with mass effect on the inferior rectus muscle (B) Subperiosteal abscesses involving the medial and upper orbital walls,A,B,0,1,0,-0.65131164,-0.018280106
10158,./data/images/20121.jpg,./data/images/20111.jpg,What type of imaging sequence is used in the scan?,(A) T1-weighted MRI (B) T2-weighted MRI,A,B,1,0,0,-0.00037216223,-8.6735476e-05
10159,./data/images/20094.jpg,./data/images/20172.jpg,What type of brain lesions are visible in the image?,(A) PML lesions (B) Pontine lesions,B,A,0,0,0,-0.109519966,-3.9530823e-05
10160,./data/images/20169.jpg,./data/images/20226.jpg,What type of postoperative change is visible in the bone?,(A) No flap is visible. (B) A flap is visible.,A,B,0,1,0,-0.87139124,-0.28219417
10161,./data/images/20074.jpg,./data/images/20095.jpg,What is the condition of the pituitary gland?,"(A) Not visible, suggestive of empty sella (B) Poorly defined and flattened on the sellar floor",B,A,0,1,0,-0.005360872,-0.0037129042
10162,./data/images/20206.jpg,./data/images/20187.jpg,Which side of the cortical plate is primarily involved?,(A) Buccal cortical plate (B) Lingual cortical plate,B,A,0,1,0,-0.0110813,-0.10838078
10163,./data/images/20062.jpg,./data/images/20187.jpg,Where is the expansion or lesion primarily located?,(A) Buccal cortical plate (B) Lingual surface,B,A,0,1,0,-0.0031836594,-0.00254677
10164,./data/images/20090.jpg,./data/images/20063.jpg,What is the primary organ showing decreased radiotracer uptake in the scan?,(A) Thyroid gland (B) Kidneys,B,A,0,1,0,-0.015848774,-0.0016508988
10165,./data/images/20018.jpg,./data/images/20081.jpg,What is the condition of the sphenoid sinus?,(A) Contains an arachnoidocele (B) Normal and aerated,A,B,1,0,0,-0.016012901,-0.0005436193
10166,./data/images/20186.jpg,./data/images/20141.jpg,What is the primary type of abnormality visible in the image?,(A) Thickened extraocular muscles (B) Mass and inspissated secretions,B,A,1,0,0,-0.07897373,-0.31891054
10167,./data/images/20110.jpg,./data/images/20191.jpg,What anatomical structure is indicated by the arrow?,(A) Glossopharyngeal nerve compression (B) Pontine cleft (split pons sign),B,A,1,1,1,-0.00020497083,-0.12761466
10168,./data/images/20043.jpg,./data/images/20096.jpg,What pathology is predominantly visible in the soft tissues surrounding the orbit?,(A) Enhancing extraconal and intraconal infiltrations (B) Mild pre-septal soft tissue swelling,B,A,0,1,0,-0.0032330903,-0.00041386887
10169,./data/images/20096.jpg,./data/images/20033.jpg,What side is the orbital pathology on?,(A) Left (B) Right,A,B,0,0,0,-0.20141548,-0.20153098
10170,./data/images/20129.jpg,./data/images/20076.jpg,What is the issue on the CT scan?,(A) Extravasation of contrast material (B) Multiple enlarged lymph nodes,B,A,1,1,1,-0.48351923,-6.897413e-05
10171,./data/images/20039.jpg,./data/images/20081.jpg,Does the image show atrophy of the brainstem?,(A) No (B) Yes,B,A,0,-,-,-0.7343176,-0.27512982
10172,./data/images/20120.jpg,./data/images/20226.jpg,What is the primary medical condition being addressed in the axial CT image?,(A) Endolymphatic sac tumor (B) Post-cochlear implant surgery,A,B,0,1,0,-0.113143645,-0.40870658
10173,./data/images/20027.jpg,./data/images/20095.jpg,What is the notable condition observed in the sagittal MRI section?,(A) Cerebellar cortical atrophy (B) Empty sella,A,B,0,1,0,-0.0041015544,-0.0009641039
10174,./data/images/20173.jpg,./data/images/20095.jpg,What is filling the pituitary fossa in the MRI?,(A) Preserved pituitary gland (B) Cerebrospinal fluid,A,B,0,1,0,-0.0112543665,-0.3917805
10175,./data/images/20059.jpg,./data/images/20095.jpg,What is the primary abnormality observed in the sagittal MRI?,(A) Pituitary fossa filled with cerebrospinal fluid (B) A mass within the lower clival region,B,A,0,1,0,-0.0019859714,-0.003965486
10176,./data/images/20218.jpg,./data/images/20095.jpg,What is the condition of the cerebellar tonsils?,(A) No herniation of the cerebellar tonsils (B) Herniation of the cerebellar tonsils,B,A,1,0,0,-0.00020950058,-0.10853373
